Target,,,,,Accounts,,,,,,API Calls,,,,,,Algorithm,Supported Algorithms,,,,,,,,,,Modes,,,,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Credential ID Length,Credential ID Unused,,,Allow Credentials,Non-Discoverable Identification,Discoverable Identification,Context,,Challenge,,,Origin,,,Cross Origin,Top Origin,,,RP ID Hash,,,User Present,User Verified,Backup State,Backup Eligible,,Signature,Signature Counter,,,,,Account Enumeration,,,Registration,,,Authentication,,,Responsible Disclosure,,,
ThruU Identity Platform,truu.ai,314407,,,Authentication as a Service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,coin.space,320237,AM,,TRUE,TRUE,TRUE,https://coin.space/wallet/,https://coin.space/wallet/settings/hardware,PIN + Email,"{
  ""rp"": {
    ""name"": ""Coin Wallet"",
    ""id"": ""coin.space""
  },
  ""user"": {
    ""name"": ""0b6dc7ef5e2f4576d40c3740787792b7beac2e0c"",
    ""displayName"": ""0b6dc7ef5e2f4576d40c3740787792b7beac2e0c"",
    ""id"": ""MGI2ZGM3ZWY1ZTJmNDU3NmQ0MGMzNzQwNzg3NzkyYjdiZWFjMmUwYw""
  },
  ""challenge"": ""ybshzOISvrXZAMspM1rV5609bbhyQsVxxRC7aX1C4Xq2qtP2UWVVwhfLvWBiHcc-905UXk3fbzKFkAfk-3siUA"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""WtBfHG8f_C8BompWJtFkkG4yxMV_XpNlaBURrUZSmxA"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""authenticatorAttachment"": ""cross-platform"",
    ""userVerification"": ""discouraged""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://coin.space"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""qFgFDMq5_aoeS4tSaAg2dGlubebp9TpJdMWHgAMePH_yHw69LxjK_cQVLd71Lx7rGhCqh39xgmnqDSahFSrEnQ"",
  ""timeout"": 60000,
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""L453xmjTdBsRZkorqHYWw1l6GchwspygvhBoC2gsYpY"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://coin.space"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,
N/A,supervin.dk,324213,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATESO Password Safe,passwordsafe.de,330587,,,Authentication as a Service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Credit Union of Texas,cutx.org,332378,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,sneleentaxi.nl,339087,AM,MW,TRUE,TRUE,TRUE,https://sneleentaxi.nl/,https://sneleentaxi.nl/account/instellingen/veiligheid,-,"{
  ""rp"": {
    ""name"": ""sneleentaxi"",
    ""id"": ""sneleentaxi.nl""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""QXBwbGljYXRpb25Vc2Vycy03NjQ1MzQtQQ""
  },
  ""challenge"": ""GA06f_d5LX9Gg97AhenI_A"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -8
    },
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    }
  ],
  ""timeout"": 60000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""authenticatorSelection"": {
    ""residentKey"": ""required"",
    ""requireResidentKey"": true,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""none"",
  ""extensions"": {
    ""exts"": true,
    ""credProps"": true
  }
}","{
  ""origin"": ""https://sneleentaxi.nl"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""mCdd8gi06ctXRYhCx-Vyyg"",
  ""timeout"": 60000,
  ""rpId"": ""sneleentaxi.nl"",
  ""allowCredentials"": [],
  ""userVerification"": ""preferred"",
  ""extensions"": {
    ""exts"": true
  }
}","{
  ""origin"": ""https://sneleentaxi.nl"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Success,Success,Derived,N/A,Failure,Failure,N/A,Failure,N/A,Success,Failure,Failure,Failure,Failure,N/A,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Success,Success,Derived,N/A,Failure,Failure,N/A,Failure,N/A,Success,Failure,Failure,Failure,Failure,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
CardPointers,cardpointers.com,340318,LJ,,TRUE,TRUE,TRUE,https://cardpointers.com/login/,https://cardpointers.com/account/#security,-,"{
  ""rp"": {
    ""name"": ""CardPointers"",
    ""id"": ""cardpointers.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""ZG9uYWxkLmRlbW9zb25AZ21haWwuY29t""
  },
  ""challenge"": ""PT9CSU5BUlk_Qj8zVFNuZ2g2S0VZY05YTFJOZjRjUG1VVVdVTU83bUl0emd4aDlHWUlyU2lzPT89"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""timeout"": 60000,
  ""attestation"": ""none""
}","{
  ""origin"": ""https://cardpointers.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""PT9CSU5BUlk_Qj9aREtnNVBMVG01Uk4zVlA3QlhZZnh0MVNVUnFoay9xUm56amw3eFJWNHpnPT89"",
  ""rpId"": ""cardpointers.com""
}","{
  ""origin"": ""https://cardpointers.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,TRUE,Success,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
aID,oblad.no,353008,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptolens,cryptolens.io,353663,,,No passkeys available,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,kolibrios.org,356478,,,Brokered login service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antradar Gyroscope,antradar.com,359258,,,Authentication as a Service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link3,link3.to,359954,,,Registration Error,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Miniflux,miniflux.app,367233,LJ,LJ,TRUE,TRUE,TRUE,https://reader.miniflux.app/,https://reader.miniflux.app/settings,-,"{
  ""rp"": {
    ""name"": ""Miniflux"",
    ""id"": ""reader.miniflux.app""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""U3nk123Q7J086fGqFX_oVPrxKBM_wxp6x_fGXZhUk7w""
  },
  ""challenge"": ""L8g13JrP1zMJ-VVu6rbRkgSDCjjsU9IY-TJ2AKtGS_0"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false
  },
  ""extensions"": {
    ""credProps"": true
  }
}","{
  ""origin"": ""https://reader.miniflux.app"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""1p6OieBW0E91Z64gF-CBuGGz5bh5TMwK9-_-SdGiYok"",
  ""timeout"": 300000,
  ""rpId"": ""reader.miniflux.app""
}","{
  ""origin"": ""https://reader.miniflux.app"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""conditional""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,N/A,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Failure,Success,Success,Success,Success,Failure,Failure,Failure,Failure,N/A,Failure,Failure,Success,Failure,Failure,,,,Failure,FALSE,FALSE,TRUE,Confirm email address,Confirm email address,Confirm email address,Invalid username or password.,Invalid username or password.,"{
  ""challenge"": ""FwH41_elItu2WsdwTBvSVVI_Z5VshKNswX5_Z9W9Xno"",
  ""timeout"": 300000,
  ""rpId"": ""reader.miniflux.app"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""DmOA9BoRZ79TqjvYQHqfsVyqUX_wQdH7Ut_ItxbFmGE""
    }
  ]
}",,,,
N/A,carvel.li,381061,,,Website down,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,blv.no,384673,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,avisa-hordaland.no,388025,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,amedia.no,389759,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N/A,m-labs.hk,391435,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCDevs Open OTP,rcdevs.com,397404,,,Authentication as a Service,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koofr,koofr.eu,412961,AM,,TRUE,TRUE,TRUE,https://app.koofr.net/login?redirect=%2Fapp%2F,https://app.koofr.net/app/admin/preferences/two-factor-authentication,Password || Passkey,"{
  ""rp"": {
    ""name"": ""Koofr"",
    ""id"": ""app.koofr.net""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""Donald Demoson"",
    ""id"": ""ZGViZWQ2YzctMzQxZC00MmJjLThkYjYtNzY2NmNmN2I0OThh""
  },
  ""challenge"": ""pzZAWqiLTtuJsMDcD4yEfuVoh_MbRWJHU1sUSjYX__Q"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -35
    },
    {
      ""type"": ""public-key"",
      ""alg"": -36
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    },
    {
      ""type"": ""public-key"",
      ""alg"": -258
    },
    {
      ""type"": ""public-key"",
      ""alg"": -259
    },
    {
      ""type"": ""public-key"",
      ""alg"": -37
    },
    {
      ""type"": ""public-key"",
      ""alg"": -38
    },
    {
      ""type"": ""public-key"",
      ""alg"": -39
    },
    {
      ""type"": ""public-key"",
      ""alg"": -8
    }
  ],
  ""timeout"": 300000,
  ""excludeCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    }
  ],
  ""authenticatorSelection"": {
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  }
}","{
  ""origin"": ""https://app.koofr.net"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""l-cuAf3zyKEAH_zQMt7cj0qDflHnTfDvGoN30-6R-u8"",
  ""timeout"": 300000,
  ""rpId"": ""app.koofr.net"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""WtBfHG8f_C8BompWJtFkkG4yxMV_XpNlaBURrUZSmxA""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AilY9O3F36-jH7U3Vm-WZXw7LgyYsiXjsmvkNfZrgPk""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U5UF6XLYeljjL3o3KBT42RIOgWlHx77EISJIo_bSuWI""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""uHO4Pf2UzYBy1O-0xAuth0FAXKaZE2QL8mAKpa_8_ac""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""v6XSPYelGMoMylBZ3EtUZ2vTut52LwSAnyh-QEHbh0M""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""AwoFr7D1-yn31dCW85YTaLaY6I7lOWSxB6fDAayEPhA""
    },
    {
      ""type"": ""public-key"",
      ""id"": ""L453xmjTdBsRZkorqHYWw1l6GchwspygvhBoC2gsYpY""
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://app.koofr.net"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2FA,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,N/A,N/A,N/A,,,,,,,,,,
aID,helg.no,416702,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fintual,fintual.cl,416965,,,Personal identification required,TRUE,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,avisenagder.no,419685,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,nidaros.no,420192,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,firdaposten.no,430279,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,dalane-tidende.no,432721,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gitea,torrents-csv.com,435260,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Wax,hardwax.com,435807,AM,,TRUE,TRUE,TRUE,https://hardwax.com/my-details/,https://hardwax.com/my-details/#login-settings,Email + Password,"{
  ""rp"": {
    ""name"": ""Hard Wax"",
    ""id"": ""hardwax.com""
  },
  ""user"": {
    ""name"": ""donald.demoson@gmail.com"",
    ""displayName"": ""donald.demoson@gmail.com"",
    ""id"": ""w-zCZ1Ce_uZC-oWV5TZpRw""
  },
  ""challenge"": ""XfjAso7gDE4DYfes7j1eKg"",
  ""pubKeyCredParams"": [
    {
      ""type"": ""public-key"",
      ""alg"": -7
    },
    {
      ""type"": ""public-key"",
      ""alg"": -257
    }
  ],
  ""excludeCredentials"": [],
  ""authenticatorSelection"": {
    ""residentKey"": ""preferred"",
    ""requireResidentKey"": false,
    ""userVerification"": ""preferred""
  },
  ""attestation"": ""direct""
}","{
  ""origin"": ""https://hardwax.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}","{
  ""challenge"": ""rBmszdtBpp96C7uoxSduLw"",
  ""rpId"": ""hardwax.com"",
  ""allowCredentials"": [
    {
      ""type"": ""public-key"",
      ""id"": ""UzSoQeYct7kSSKoJ8TgJ7sp031Y_BetsBhYruvaWq2E"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    },
    {
      ""type"": ""public-key"",
      ""id"": ""U4qs1VX6YZh_MXXA6G1RavsNdBwpgdAFvKLdYFkYjL4"",
      ""transports"": [
        ""internal"",
        ""hybrid""
      ]
    }
  ],
  ""userVerification"": ""preferred""
}","{
  ""origin"": ""https://hardwax.com"",
  ""crossOrigin"": ""N/A"",
  ""topOrigin"": ""N/A"",
  ""mediation"": ""N/A""
}",TRUE,FALSE,Failure,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,,,Failure,TRUE,TRUE,TRUE,Please check your email and click the link we sent to log in.,Password,Passkey prompt,Please check your email and click the link we sent to log in.,Password,Passkey prompt,,,,
aID,retten.no,438041,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,amta.no,440228,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,telen.no,440430,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,gjengangeren.no,441884,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPOMS,cpoms.co.uk,448849,,,Restricted or paid access,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoftBank,findbiometrics.com,452235,,,Website down,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,nordnorskdebatt.no,452338,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,pd.no,453667,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,bygdeposten.no,456877,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,avisa-valdres.no,461024,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,tvedestrandsposten.no,463930,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aID,hadeland.no,464725,,,Brokered login service,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
